voteid,question,source,rank,rating,time,user_id,code
100,2,0,3,1,2017-05-06 20:01:34.740812,16,"public int getTax(Person p){
  if(p instanceof BusinessOwner){
    return p.getProfit * .1;
  } else if (p instanceof Employee){
    if(p.getSalary() < 10000){
      return p.getSalary() * .02;
    } else {
      return p.getSalary() * .05;
    }
  } else if (p instanceof Veteran){
    return 0;
  } else {
    return null; //or maybe -1
  }
}"
101,2,0,1,1,2017-05-06 20:01:37.336610,16,"public int getTax(Person p){
  if(p instanceof BusinessOwner){
    return p.getProfit * .1;
  } else if (p instanceof Employee){
    if(p.getSalary() < 10000){
      return p.getSalary() * .02;
    } else {
      return p.getSalary() * .05;
    }
  } else if (p instanceof Veteran){
    return 0;
  } else {
    return null; //or maybe -1
  }
}"
102,2,0,2,1,2017-05-06 20:01:40.602056,16,"public int getTax(Person p){
  if(p instanceof BusinessOwner){
    return p.getProfit * .1;
  } else if (p instanceof Employee){
    if(p.getSalary() < 10000){
      return p.getSalary() * .02;
    } else {
      return p.getSalary() * .05;
    }
  } else if (p instanceof Veteran){
    return 0;
  } else {
    return null; //or maybe -1
  }
}"
103,2,0,4,1,2017-05-06 20:01:43.834960,16,"public int getTax(Person p){
  if(p instanceof BusinessOwner){
    return p.getProfit * .1;
  } else if (p instanceof Employee){
    if(p.getSalary() < 10000){
      return p.getSalary() * .02;
    } else {
      return p.getSalary() * .05;
    }
  } else if (p instanceof Veteran){
    return 0;
  } else {
    return null; //or maybe -1
  }
}"
104,2,1,1,2,2017-05-06 22:59:22.284443,17,"public double totaltax(Person[] people ){
  
}"
105,2,1,3,2,2017-05-06 22:59:23.971287,17,"public double totaltax(Person[] people ){
  
}"
106,2,1,4,1,2017-05-06 23:01:00.452517,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
107,2,0,5,1,2017-05-06 23:01:20.689725,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
108,2,0,4,1,2017-05-06 23:01:35.800580,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
109,2,0,2,1,2017-05-06 23:01:44.491728,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
110,2,0,3,1,2017-05-06 23:01:56.786700,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
111,2,1,2,3,2017-05-06 23:02:05.178207,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
112,2,1,5,1,2017-05-06 23:02:21.189223,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
113,2,0,1,1,2017-05-06 23:02:23.529739,17,"public double totaltax(Person[] people ){
  //loop through people
  //
}"
114,2,0,4,1,2017-05-06 23:03:15.168143,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
115,2,1,2,3,2017-05-06 23:03:16.635804,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
116,2,0,1,1,2017-05-06 23:03:43.511175,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
117,2,0,3,1,2017-05-06 23:03:47.808110,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
118,2,1,3,1,2017-05-06 23:03:53.931558,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
119,2,1,4,1,2017-05-06 23:03:55.591278,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
120,2,0,2,1,2017-05-06 23:04:03.834813,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
121,2,1,5,1,2017-05-06 23:04:07.240932,17,"public double totaltax(Person person ){
  //loop through people
  //
}"
122,2,0,3,2,2017-05-06 23:07:04.666036,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
123,2,1,4,1,2017-05-06 23:07:10.170239,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
124,2,0,5,3,2017-05-06 23:07:26.889846,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
125,2,1,3,2,2017-05-06 23:07:45.749003,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
126,2,1,1,1,2017-05-06 23:08:00.096597,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
127,2,0,2,2,2017-05-06 23:08:03.789782,17,"public double totaltax(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      
    } 
}"
128,2,0,3,1,2017-05-06 23:12:02.739265,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
129,2,0,4,1,2017-05-06 23:12:11.601992,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
130,2,0,5,1,2017-05-06 23:12:21.163687,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
131,2,0,2,1,2017-05-06 23:12:27.786622,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
132,2,1,4,1,2017-05-06 23:12:32.145679,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
133,2,1,3,1,2017-05-06 23:12:36.074058,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
134,2,1,5,1,2017-05-06 23:12:44.676393,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
}"
135,2,1,3,1,2017-05-06 23:15:58.607691,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
  	if(person instanceof Veteran){
      return (0);
    }
  	//if we've reached this point and haven't found the 
  	//type of person, we're going to throw an exception
  	//so it doesn't fail silently
}"
136,2,0,3,1,2017-05-06 23:16:04.852055,17,"public double totaltaxdue(Person person){
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
  	if(person instanceof Veteran){
      return (0);
    }
  	//if we've reached this point and haven't found the 
  	//type of person, we're going to throw an exception
  	//so it doesn't fail silently
}"
137,2,0,2,1,2017-05-06 23:17:46.783722,17,"public double totaltaxdue(Person person) throws Exception{
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
  	if(person instanceof Veteran){
      return (0);
    }
  	//if we've reached this point and haven't found the 
  	//type of person, we're going to throw an exception
  	//so it doesn't fail silently
  	throw new Exception();
}"
138,2,1,4,1,2017-05-06 23:17:48.765967,17,"public double totaltaxdue(Person person) throws Exception{
  	//Determine what type of person they are
	if(person instanceof Employee){
      if(person.getSalary()<10000){
        return (person.getSalary() * .02);
      }
      else {
        return (person.getSalary() * .05);
      }
    }
  	if(person instanceof BusinessOwner) {
      return (person.getProfit()*.1);
    }
  	if(person instanceof Veteran){
      return (0);
    }
  	//if we've reached this point and haven't found the 
  	//type of person, we're going to throw an exception
  	//so it doesn't fail silently
  	throw new Exception();
}"
139,1,0,2,2,2017-05-06 23:21:57.032555,17,"public int largestDifferenceInArray(int[] ints){
  //loop through all the ints and store the min
  //and the max from that array
  
  //after the min and the max have been determined,
  //return max - min
}"
140,1,1,3,4,2017-05-06 23:22:13.389244,17,"public int largestDifferenceInArray(int[] ints){
  //loop through all the ints and store the min
  //and the max from that array
  
  //after the min and the max have been determined,
  //return max - min
}"
141,1,1,4,1,2017-05-06 23:23:04.363179,17,"public int largestDifferenceInArray(int[] ints){
  //loop through all the ints and store the min
  //and the max from that array
  
  //after the min and the max have been determined,
  //return max - min
}"
142,1,1,5,1,2017-05-06 23:23:11.114138,17,"public int largestDifferenceInArray(int[] ints){
  //loop through all the ints and store the min
  //and the max from that array
  
  //after the min and the max have been determined,
  //return max - min
}"
143,1,0,1,3,2017-05-06 23:23:26.054820,17,"public int largestDifferenceInArray(int[] ints){
  //loop through all the ints and store the min
  //and the max from that array
  
  //after the min and the max have been determined,
  //return max - min
}"
144,1,1,3,4,2017-05-06 23:28:00.778669,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
145,1,0,2,2,2017-05-06 23:28:24.805267,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
146,1,1,5,2,2017-05-06 23:28:36.680017,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
147,1,0,3,2,2017-05-06 23:28:50.898598,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
148,1,1,4,2,2017-05-06 23:29:03.491296,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
149,1,0,1,2,2017-05-06 23:29:22.778724,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
150,1,1,3,4,2017-05-06 23:29:54.967593,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
151,1,1,4,3,2017-05-06 23:30:06.544144,17,"public int largestDifferenceInArray(int[] ints){
  //if the array has one or fewer elements, return zero
	if(ints.length < 2) {
      return 0;
    }
  
  	int max = ints[0];
  	int min = ints[0];
  //loop through all the ints and store the min
  //and the max from that array
    for (int i = 1; i < ints.length; i++) {
      if (ints[i] > max) {
          max = ints[i];
      }
    }
  
  //after the min and the max have been determined,
  //return max - min
}"
152,2,0,4,1,2017-05-07 02:16:05.532955,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
153,2,0,2,1,2017-05-07 02:16:21.798524,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
154,2,1,3,1,2017-05-07 02:16:47.007557,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
155,2,0,3,3,2017-05-07 02:16:48.840663,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
156,2,1,2,3,2017-05-07 02:16:55.552724,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
157,2,0,1,1,2017-05-07 02:16:56.697417,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
158,2,0,5,1,2017-05-07 02:16:59.600154,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
159,2,1,5,1,2017-05-07 02:17:01.764323,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
160,2,1,1,1,2017-05-07 02:17:04.152617,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
161,2,1,4,1,2017-05-07 02:17:06.205056,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
162,2,1,2,2,2017-05-07 02:19:00.248122,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
163,2,0,1,1,2017-05-07 02:19:09.589453,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
164,2,1,1,2,2017-05-07 02:19:14.186816,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
165,2,0,2,4,2017-05-07 02:19:18.513649,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
166,2,0,5,2,2017-05-07 02:19:20.766510,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
167,2,1,5,2,2017-05-07 02:19:23.865802,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
168,2,0,4,4,2017-05-07 02:19:25.846356,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
169,2,1,4,2,2017-05-07 02:19:30.398475,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
170,2,0,3,4,2017-05-07 02:19:32.895577,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
171,2,0,3,3,2017-05-07 02:20:00.726828,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
172,2,1,1,3,2017-05-07 02:20:04.406724,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
173,2,0,2,3,2017-05-07 02:20:10.183914,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
174,2,0,4,3,2017-05-07 02:20:17.935565,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else
    return -1;
}"
175,2,1,3,3,2017-05-07 02:20:55.896918,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
176,2,0,4,3,2017-05-07 02:21:00.798566,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
177,2,0,5,3,2017-05-07 02:21:03.248074,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
178,2,0,3,3,2017-05-07 02:21:04.664056,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
179,2,1,1,3,2017-05-07 02:21:08.239036,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
180,2,0,1,3,2017-05-07 02:21:11.999021,21,"public double getTax(Person p) {
  if(p.getClass().equals(Employee.getClass())) {
    double income = ((Employee) p).getSalary();
    return income < 10000 ? 0.02 * income : 0.05 * income;
  }
  else if(p.getClass().equals(BusinessOwner.getClass()))
    return ((BusinessOwner) p).getProfit() * 0.10;
  else if(p.getClass().equals(Veteran.getClass()))
    return 0;
  else // return -1 on none of these
    return -1;
}"
181,1,1,2,3,2017-05-07 02:24:49.478946,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
182,1,0,2,3,2017-05-07 02:25:01.360875,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
183,1,1,5,3,2017-05-07 02:25:07.578161,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
184,1,1,4,3,2017-05-07 02:25:11.170698,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
185,1,0,1,3,2017-05-07 02:25:18.481545,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
186,1,0,3,3,2017-05-07 02:25:24.608826,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
187,1,1,3,1,2017-05-07 02:25:32.666740,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
188,1,1,2,3,2017-05-07 02:26:02.365699,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
189,1,1,5,3,2017-05-07 02:26:09.856668,21,"public int largestDifference(int[] a) {
  Arrays.sort(a);
  int difference = -1;
  for(int i = 1; i < a.length; i++) {
    int largest_difference = a[i] - a[i - 1];
    if(largest_difference > difference)
      difference = largest_difference;
  }
  return largest_difference;
    
}"
