#,Rank,Sample_Concepts,IR_Reco_concepts,Tags_Reco_concepts,IR-Tags,Tags-IR,IR_Reco_count,Tags_Reco_count,IR-Tags-Count,Tags-IR-Count,IR-Coverage,Tags-Coverage
1054,2,"['ObjectMethodInvocation', 'ThrowStatement', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ExplicitTypeCasting', 'ConstructorCall', 'AddExpression', 'ActualMethodParameter', 'PostIncrementExpression', 'SimpleVariable', 'StringLiteral', 'TryCatchStatement', 'ObjectVariable', 'ObjectCreationStatement', 'IntDataType']","['ActualMethodParameter', 'StringLiteral', 'SimpleVariable', 'StringDataType', 'StringAddition', 'EqualExpression', 'java.lang.System.out.println', 'IntDataType']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'ObjectCreationStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'java.lang.System.out.println', 'ObjectVariable']","['EqualExpression', 'IntDataType']","['SimpleAssignmentExpression', 'ConstructorCall', 'TryCatchStatement', 'ObjectVariable', 'ObjectCreationStatement', 'StringVariable', 'ObjectMethodInvocation']",8,13,2,7,0.375,0.6875
1055,3,"['ObjectMethodInvocation', 'ThrowStatement', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ExplicitTypeCasting', 'ConstructorCall', 'AddExpression', 'ActualMethodParameter', 'PostIncrementExpression', 'SimpleVariable', 'StringLiteral', 'TryCatchStatement', 'ObjectVariable', 'ObjectCreationStatement', 'IntDataType']","['ClassDefinition', 'PublicClassSpecifier', 'MethodDefinition', 'VoidDataType', 'PublicMethodSpecifier']","['WhileStatement', 'IfStatement', 'ThrowStatement', 'ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'NotEqualExpression', 'ConstructorCall', 'AddExpression', 'SimpleVariable', 'ActualMethodParameter', 'StringVariable', 'null', 'StringDataType', 'TryCatchStatement', 'EqualExpression', 'ObjectVariable', 'ObjectCreationStatement', 'StringAddition']","['PublicClassSpecifier', 'PublicMethodSpecifier', 'VoidDataType', 'MethodDefinition', 'ClassDefinition']","['SimpleAssignmentExpression', 'ConstructorCall', 'EqualExpression', 'SimpleVariable', 'AddExpression', 'StringDataType', 'IfStatement', 'StringAddition', 'ThrowStatement', 'WhileStatement', 'ActualMethodParameter', 'null', 'TryCatchStatement', 'ObjectVariable', 'ObjectCreationStatement', 'StringVariable', 'ObjectMethodInvocation', 'StringLiteral', 'NotEqualExpression']",5,19,5,19,0.0,0.8125
1056,1,"['SimpleVariable', 'ObjectMethodInvocation', 'StringDataType', 'ActualMethodParameter', 'StringLiteral', 'ObjectVariable']","['ClassDefinition', 'PublicClassSpecifier', 'MethodDefinition', 'VoidDataType', 'PublicMethodSpecifier']","['SimpleVariable', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringLiteral', 'StringDataType', 'ObjectVariable']","['PublicClassSpecifier', 'PublicMethodSpecifier', 'VoidDataType', 'MethodDefinition', 'ClassDefinition']","['SimpleVariable', 'StringDataType', 'ActualMethodParameter', 'ObjectVariable', 'ObjectMethodInvocation', 'StringLiteral']",5,6,5,6,0.0,1.0
1057,2,"['SimpleVariable', 'ObjectMethodInvocation', 'StringDataType', 'ActualMethodParameter', 'StringLiteral', 'ObjectVariable']","['SimpleVariable', 'False', 'ObjectMethodInvocation', 'ActualMethodParameter', 'ObjectVariable']","['SimpleVariable', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringLiteral', 'StringDataType', 'ObjectVariable']",['False'],"['StringDataType', 'StringLiteral']",5,6,1,2,0.6666666666666666,1.0
1058,3,"['SimpleVariable', 'ObjectMethodInvocation', 'StringDataType', 'ActualMethodParameter', 'StringLiteral', 'ObjectVariable']","['SimpleVariable', 'False', 'ObjectMethodInvocation', 'ActualMethodParameter', 'ObjectVariable']","['SimpleVariable', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringLiteral', 'StringDataType', 'ObjectVariable']",['False'],"['StringDataType', 'StringLiteral']",5,6,1,2,0.6666666666666666,1.0
1059,1,"['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']",[],['ObjectVariable'],6,7,0,1,0.8571428571428571,1.0
1060,2,"['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']",[],['ObjectVariable'],6,7,0,1,0.8571428571428571,1.0
1061,3,"['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']",[],['ObjectVariable'],6,7,0,1,0.8571428571428571,1.0
1062,1,['ReturnStatement'],['ReturnStatement'],['ReturnStatement'],[],[],1,1,0,0,1.0,1.0
1063,2,['ReturnStatement'],['ReturnStatement'],['ReturnStatement'],[],[],1,1,0,0,1.0,1.0
1064,3,['ReturnStatement'],['ReturnStatement'],['ReturnStatement'],[],[],1,1,0,0,1.0,1.0
1065,1,"['SimpleVariable', 'ObjectVariable']","['ClassDefinition', 'PublicClassSpecifier', 'MethodDefinition', 'VoidDataType', 'PublicMethodSpecifier']","['SimpleVariable', 'ObjectVariable']","['PublicClassSpecifier', 'PublicMethodSpecifier', 'VoidDataType', 'MethodDefinition', 'ClassDefinition']","['SimpleVariable', 'ObjectVariable']",5,2,5,2,0.0,1.0
1066,2,"['SimpleVariable', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'IfStatement', 'StringDataType', 'null', 'StringLiteral', 'SimpleAssignmentExpression', 'NotEqualExpression', 'java.lang.System.out.println']","['SimpleVariable', 'ObjectVariable']","['SimpleAssignmentExpression', 'java.lang.System.out.println', 'StringDataType', 'IfStatement', 'ActualMethodParameter', 'null', 'StringVariable', 'ObjectMethodInvocation', 'StringLiteral', 'NotEqualExpression']","['SimpleVariable', 'ObjectVariable']",10,2,10,2,0.0,1.0
1067,3,"['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'ArrayDataType']","['SimpleVariable', 'ObjectVariable']",['ArrayDataType'],['ObjectVariable'],2,2,1,1,0.5,1.0
1068,1,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'DoubleDataType', 'java.lang.Double.parseDouble', 'StringDataType', 'SimpleVariable', 'DivideExpression', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'MultiplyExpression', 'AddExpression', 'ObjectVariable']","['ObjectMethodInvocation', 'True', 'StringLiteral', 'TryCatchStatement', 'StringAddition', 'ConstructorCall', 'java.lang.System.out.println', 'AddExpression', 'ActualMethodParameter', 'StringVariable', 'java.lang.String.length', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'ObjectCreationStatement', 'ObjectVariable']","['DivideExpression', 'DoubleDataType', 'java.lang.Double.parseDouble', 'MultiplyExpression']","['ConstructorCall', 'java.lang.System.out.println', 'TryCatchStatement', 'True', 'ObjectCreationStatement', 'java.lang.String.length', 'StringVariable']",13,16,4,7,0.8888888888888888,1.0
1069,2,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'DoubleDataType', 'java.lang.Double.parseDouble', 'StringDataType', 'SimpleVariable', 'DivideExpression', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'MultiplyExpression', 'AddExpression', 'ObjectVariable']","['SimpleVariable', 'ObjectMethodInvocation', 'ActualMethodParameter', 'SimpleAssignmentExpression', 'StringVariable', 'StringDataType', 'ObjectVariable']","['AddExpression', 'DivideExpression', 'StringAddition', 'java.lang.Double.parseDouble', 'MultiplyExpression', 'DoubleDataType', 'StringLiteral']",['StringVariable'],13,7,7,1,0.8888888888888888,0.7777777777777778
1070,3,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'DoubleDataType', 'StringDataType', 'SimpleVariable', 'DivideExpression', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'MultiplyExpression', 'ObjectVariable']","['WhileStatement', 'ObjectMethodInvocation', 'StringLiteral', 'TryCatchStatement', 'StringAddition', 'java.lang.String.equals', 'ConstructorCall', 'ActualMethodParameter', 'StringVariable', 'java.lang.System.out.println', 'SimpleVariable', 'StringDataType', 'NotExpression', 'SimpleAssignmentExpression', 'ObjectCreationStatement', 'ObjectVariable']","['DivideExpression', 'DoubleDataType', 'MultiplyExpression']","['ConstructorCall', 'java.lang.System.out.println', 'java.lang.String.equals', 'TryCatchStatement', 'WhileStatement', 'NotExpression', 'ObjectCreationStatement', 'StringVariable']",11,16,3,8,0.8888888888888888,1.0
1071,1,"['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'BooleanDataType', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']",['BooleanDataType'],[],3,2,1,0,1.0,1.0
1072,2,"['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']",[],[],2,2,0,0,1.0,1.0
1073,3,"['SimpleVariable', 'ObjectVariable']","['WhileStatement', 'IfElseIfStatement', 'ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ConstructorCall', 'java.lang.System.out.print', 'java.lang.System.out.println', 'null', 'ActualMethodParameter', 'StringVariable', 'PostIncrementExpression', 'SimpleVariable', 'StringDataType', 'NotExpression', 'ObjectVariable', 'IfStatement', 'TryCatchStatement', 'IntDataType', 'IfElseStatement', 'ObjectCreationStatement', 'NotEqualExpression']","['SimpleVariable', 'ObjectVariable']","['ConstructorCall', 'java.lang.System.out.println', 'IfStatement', 'WhileStatement', 'NotExpression', 'ObjectCreationStatement', 'ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'java.lang.System.out.print', 'StringDataType', 'PostIncrementExpression', 'StringAddition', 'null', 'ActualMethodParameter', 'IntDataType', 'TryCatchStatement', 'IfElseIfStatement', 'StringVariable', 'IfElseStatement', 'NotEqualExpression']",[],23,2,21,0,1.0,1.0
1074,1,"['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']",[],[],2,2,0,0,1.0,1.0
1075,2,"['SimpleVariable', 'ObjectVariable']",[],"['SimpleVariable', 'ObjectVariable']",[],"['SimpleVariable', 'ObjectVariable']",0,2,0,2,0.0,1.0
1076,3,"['SimpleVariable', 'ObjectVariable']","['ActualMethodParameter', 'ConstantInvocation', 'StringDataType', 'ObjectCreationStatement', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ConstructorCall', 'java.lang.System.out.println']","['SimpleVariable', 'ObjectVariable']","['SimpleAssignmentExpression', 'ConstructorCall', 'java.lang.System.out.println', 'StringDataType', 'StringAddition', 'ActualMethodParameter', 'ConstantInvocation', 'ObjectCreationStatement', 'StringLiteral']","['SimpleVariable', 'ObjectVariable']",9,2,9,2,0.0,1.0
1077,1,"['SimpleVariable', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'StringInitializationStatement', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']","['StringInitializationStatement', 'SimpleAssignmentExpression', 'StringDataType', 'StringAddition', 'ActualMethodParameter', 'StringVariable', 'ObjectMethodInvocation', 'StringLiteral']",[],10,2,8,0,1.0,1.0
1078,2,"['SimpleVariable', 'ObjectVariable']","['ObjectMethodInvocation', 'IfStatement', 'SimpleVariable', 'True', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'AddExpression', 'False', 'ActualMethodParameter', 'StringVariable', 'null', 'StringDataType', 'EqualExpression', 'IfElseStatement', 'BooleanDataType', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']","['EqualExpression', 'IfStatement', 'False', 'ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'BooleanDataType', 'AddExpression', 'StringDataType', 'StringAddition', 'ActualMethodParameter', 'null', 'True', 'StringVariable', 'IfElseStatement']",[],17,2,15,0,1.0,1.0
1079,3,"['SimpleVariable', 'ObjectVariable']","['ObjectMethodInvocation', 'IfElseIfStatement', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'nullInitialization', 'ExplicitTypeCasting', 'java.lang.String.equals', 'SimpleVariable', 'ActualMethodParameter', 'StringVariable', 'null', 'StringDataType', 'EqualExpression', 'IfElseStatement', 'ObjectVariable']","['SimpleVariable', 'ObjectVariable']","['EqualExpression', 'ObjectMethodInvocation', 'StringLiteral', 'nullInitialization', 'SimpleAssignmentExpression', 'ExplicitTypeCasting', 'StringDataType', 'StringAddition', 'java.lang.String.equals', 'ActualMethodParameter', 'null', 'IfElseIfStatement', 'StringVariable', 'IfElseStatement']",[],16,2,14,0,1.0,1.0
1080,1,"['ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'ConstructorCall', 'StringDataType', 'ObjectCreationStatement']","['ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'ConstructorCall', 'StringDataType', 'ObjectCreationStatement']","['ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'ConstructorCall', 'StringDataType', 'ObjectCreationStatement']",[],[],7,7,0,0,1.0,1.0
1081,2,"['ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'ConstructorCall', 'StringDataType', 'ObjectCreationStatement']","['ConstructorCall', 'ActualMethodParameter', 'ObjectMethodInvocation', 'ObjectCreationStatement']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringDataType', 'ObjectCreationStatement', 'StringLiteral', 'SimpleAssignmentExpression', 'ConstructorCall', 'ReturnStatement']",[],"['StringDataType', 'SimpleAssignmentExpression', 'ReturnStatement', 'StringLiteral']",4,8,0,4,0.5714285714285714,1.0
1082,3,"['ObjectMethodInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'ConstructorCall', 'StringDataType', 'ObjectCreationStatement']","['ConstructorCall', 'ActualMethodParameter', 'ObjectMethodInvocation', 'ObjectCreationStatement']","['SimpleVariable', 'ObjectMethodInvocation', 'ActualMethodParameter', 'IfStatement', 'StringDataType', 'ObjectCreationStatement', 'null', 'True', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'FormalMethodParameter', 'EqualExpression', 'ConstructorCall', 'ObjectVariable']",[],"['SimpleAssignmentExpression', 'FormalMethodParameter', 'EqualExpression', 'SimpleVariable', 'StringDataType', 'IfStatement', 'StringAddition', 'null', 'ObjectVariable', 'True', 'StringLiteral']",4,15,0,11,0.5714285714285714,1.0
1083,1,"['SimpleVariable', 'ActualMethodParameter', 'StringVariable', 'IfStatement', 'null', 'StringDataType', 'SimpleAssignmentExpression', 'NotEqualExpression', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ObjectMethodInvocation', 'ArrayLength', 'True', 'StringLiteral', 'SimpleAssignmentExpression', 'FormalMethodParameter', 'ConstructorCall', 'False', 'ActualMethodParameter', 'DivideExpression', 'ArrayDataType', 'ObjectCreationStatement', 'SimpleVariable', 'StringDataType', 'MultiplyExpression', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ConstructorCall', 'FormalMethodParameter', 'ObjectMethodInvocation', 'DivideExpression', 'ActualMethodParameter', 'False', 'ArrayLength', 'True', 'ObjectCreationStatement', 'MultiplyExpression', 'ArrayDataType', 'StringLiteral']","['ThisReference', 'StringVariable', 'InstanceFieldInvocation']",16,7,12,3,0.45454545454545453,0.6363636363636364
1084,2,"['SimpleVariable', 'ActualMethodParameter', 'StringVariable', 'IfStatement', 'null', 'StringDataType', 'SimpleAssignmentExpression', 'NotEqualExpression', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringDataType', 'StringLiteral', 'SimpleAssignmentExpression', 'FormalMethodParameter', 'ConstructorCall', 'ObjectCreationStatement']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ConstructorCall', 'FormalMethodParameter', 'ObjectMethodInvocation', 'ActualMethodParameter', 'ObjectCreationStatement', 'StringLiteral']","['ThisReference', 'InstanceFieldInvocation', 'ObjectVariable', 'StringVariable', 'SimpleVariable']",8,7,6,5,0.2727272727272727,0.6363636363636364
1085,3,"['SimpleVariable', 'ActualMethodParameter', 'StringVariable', 'IfStatement', 'null', 'StringDataType', 'SimpleAssignmentExpression', 'NotEqualExpression', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ObjectMethodInvocation', 'ConstantInvocation', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'FormalMethodParameter', 'ConstructorCall', 'java.lang.System.out.println', 'ActualMethodParameter', 'Constant', 'SimpleVariable', 'ConstantInitializationStatement', 'StringDataType', 'EqualExpression', 'IntDataType', 'IfElseStatement', 'ObjectCreationStatement', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'ObjectVariable']","['ConstructorCall', 'FormalMethodParameter', 'EqualExpression', 'java.lang.System.out.println', 'ConstantInitializationStatement', 'Constant', 'StringAddition', 'ActualMethodParameter', 'IntDataType', 'ConstantInvocation', 'ObjectCreationStatement', 'ObjectMethodInvocation', 'IfElseStatement', 'StringLiteral']","['ThisReference', 'StringVariable', 'InstanceFieldInvocation']",18,7,14,3,0.45454545454545453,0.6363636363636364
1086,1,"['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']",[],[],3,3,0,0,1.0,1.0
1087,2,"['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']",[],[],3,3,0,0,1.0,1.0
1088,3,"['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']","['StringLiteral', 'StringDataType', 'ReturnStatement']",[],[],3,3,0,0,1.0,1.0
1089,1,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'IfStatement', 'ThrowStatement', 'SimpleVariable', 'StringDataType', 'TryCatchStatement', 'StringAddition', 'nullInitialization', 'SimpleAssignmentExpression', 'ConstructorCall', 'ObjectCreationStatement']","['WhileStatement', 'ActualMethodParameter', 'StringVariable', 'ObjectMethodInvocation', 'TryCatchStatement', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'ExplicitTypeCasting']","['WhileStatement', 'ActualMethodParameter', 'StringDataType', 'ObjectMethodInvocation', 'TryCatchStatement', 'ObjectCreationStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'ExplicitTypeCasting', 'ConstructorCall', 'java.lang.System.out.println', 'ObjectVariable']",['StringVariable'],"['ConstructorCall', 'java.lang.System.out.println', 'StringAddition', 'ObjectVariable', 'ObjectCreationStatement', 'StringLiteral']",9,14,1,6,0.5,0.7142857142857143
1090,2,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'IfStatement', 'ThrowStatement', 'SimpleVariable', 'StringDataType', 'TryCatchStatement', 'StringAddition', 'nullInitialization', 'SimpleAssignmentExpression', 'ConstructorCall', 'ObjectCreationStatement']","['SimpleVariable', 'StringDataType', 'StringVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'IfStatement', 'StringDataType', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'NotExpression', 'TryCatchStatement', 'ConstructorCall', 'IfElseStatement', 'ObjectCreationStatement']",[],"['SimpleAssignmentExpression', 'ConstructorCall', 'IfStatement', 'StringAddition', 'TryCatchStatement', 'ActualMethodParameter', 'NotExpression', 'ObjectCreationStatement', 'ObjectMethodInvocation', 'IfElseStatement', 'StringLiteral']",3,14,0,11,0.21428571428571427,0.8571428571428571
1091,3,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'IfStatement', 'ThrowStatement', 'SimpleVariable', 'StringDataType', 'TryCatchStatement', 'StringAddition', 'nullInitialization', 'SimpleAssignmentExpression', 'ConstructorCall', 'ObjectCreationStatement']","['ObjectMethodInvocation', 'IfStatement', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ForEachStatement', 'GreaterExpression', 'java.lang.System.out.println', 'ActualMethodParameter', 'ArrayElement', 'Constant', 'SimpleVariable', 'ConstantInitializationStatement', 'StringLiteral', 'NotExpression', 'ArrayDataType', 'NotEqualExpression']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'ObjectCreationStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'java.lang.System.out.println', 'ObjectVariable']","['Constant', 'IfStatement', 'GreaterExpression', 'NotExpression', 'ArrayElement', 'ForEachStatement', 'ConstantInitializationStatement', 'ArrayDataType', 'NotEqualExpression']","['ObjectCreationStatement', 'ConstructorCall', 'TryCatchStatement', 'StringVariable', 'ObjectVariable']",17,13,9,5,0.5714285714285714,0.7857142857142857
1092,1,"['AddAssignmentExpression', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'ConstantInvocation', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']","['SimpleVariable', 'StringDataType', 'StringVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'ReturnStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']",[],"['SimpleAssignmentExpression', 'ConstructorCall', 'ReturnStatement', 'StringAddition', 'TryCatchStatement', 'ActualMethodParameter', 'ObjectVariable', 'ObjectCreationStatement', 'ObjectMethodInvocation', 'StringLiteral']",3,13,0,10,0.23076923076923078,0.8461538461538461
1093,2,"['AddAssignmentExpression', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'ConstantInvocation', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'java.lang.System.out.println', 'SimpleVariable', 'True', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'ObjectCreationStatement']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'ReturnStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']","['True', 'java.lang.System.out.println']","['ReturnStatement', 'ObjectVariable']",13,13,2,2,0.7692307692307693,0.8461538461538461
1094,3,"['AddAssignmentExpression', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringLiteral', 'ConstantInvocation', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringAddition', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']","['ObjectMethodInvocation', 'ActualMethodParameter', 'java.lang.String.substring', 'StringVariable', 'StringLiteral', 'SimpleVariable', 'StringDataType', 'TryCatchStatement', 'StringAddition', 'ExplicitTypeCasting', 'SimpleAssignmentExpression', 'ConstructorCall', 'ObjectCreationStatement', 'AddExpression']","['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType', 'ReturnStatement', 'SimpleVariable', 'StringLiteral', 'SimpleAssignmentExpression', 'StringAddition', 'TryCatchStatement', 'ConstructorCall', 'ObjectCreationStatement', 'ObjectVariable']","['AddExpression', 'java.lang.String.substring', 'ExplicitTypeCasting']","['ReturnStatement', 'ObjectVariable']",14,13,3,2,0.7692307692307693,0.8461538461538461
1095,2,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'ThisReference', 'InstanceFieldInvocation', 'ReturnStatement']","['SimpleVariable', 'StringDataType', 'StringVariable']","['SimpleVariable', 'ActualMethodParameter', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation', 'StringDataType']",[],"['ThisReference', 'SimpleAssignmentExpression', 'ActualMethodParameter', 'InstanceFieldInvocation']",3,7,0,4,0.3333333333333333,0.7777777777777778
1096,3,"['ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'ThisReference', 'InstanceFieldInvocation', 'ReturnStatement']","['SimpleVariable', 'AddAssignmentExpression', 'ObjectMethodInvocation', 'ActualMethodParameter', 'StringVariable', 'StringDataType']","['SimpleVariable', 'StringDataType', 'SimpleAssignmentExpression', 'StringVariable', 'ThisReference', 'InstanceFieldInvocation']","['AddAssignmentExpression', 'ActualMethodParameter', 'ObjectMethodInvocation']","['ThisReference', 'SimpleAssignmentExpression', 'InstanceFieldInvocation']",6,6,3,3,0.5555555555555556,0.6666666666666666
