voteid,question,source,rank,rating,time,user_id,code
99,1,1,5,3,2017-04-21 07:28:49.341953,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
    
  }
  
}"
100,1,1,5,3,2017-04-21 07:29:40.162644,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
101,1,1,4,2,2017-04-21 07:29:42.296654,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
102,1,1,5,3,2017-04-21 07:30:27.726100,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
103,1,0,1,2,2017-04-21 07:30:37.560381,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
104,1,0,2,1,2017-04-21 07:31:01.502633,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
105,1,1,4,1,2017-04-21 07:31:08.430810,9,"/**
* Find the largest diffence between the elements in the array.
* This means finding the min and the max element and subtracting the min from the max.
*/
int largestDifference(int [] values) {
  int largest = a[0];
  int smallest = a[0];
  for (int i = 1; i < values.length; i++){
    if(a[i] > largest) {
      largest = a[i];
    }
    if(a[i] < smallest) {
      smallest = a[i];
    }
  }
  return largest-smallest;
  
}"
106,2,0,3,1,2017-04-21 07:33:26.532809,9,"/**
* Compute tax for different types of people.
*/
double getTaxForPerson(Person p) {
  
}"
107,2,1,1,3,2017-04-21 07:38:33.665946,9,"/**
* Compute tax for different types of people.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    if(p.getSalary() < 10000){
      tax = p.getSalary * 0.02;
    } else {
      tax = p.getSalary * 0.05;
    }
  }
  
}"
108,2,0,2,1,2017-04-21 07:39:24.359929,9,"/**
* Compute tax for different types of people.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    if(p.getSalary() < 10000){
      tax = p.getSalary * 0.02;
    } else {
      tax = p.getSalary * 0.05;
    }
  }
  
}"
109,2,1,1,3,2017-04-21 07:42:45.319510,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    if(p.getSalary() < 10000){
      tax = p.getSalary * 0.02;
    } else {
      tax = p.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    tax = p.getProfit * 0.1;
  }
  
}"
110,2,1,1,3,2017-04-21 07:47:39.030805,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
111,2,1,3,3,2017-04-21 07:47:47.005651,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
112,2,1,1,3,2017-04-21 07:48:00.848771,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
113,2,1,1,3,2017-04-21 07:48:37.721571,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
114,2,1,5,3,2017-04-21 07:49:12.518303,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
115,2,0,2,1,2017-04-21 07:49:18.493751,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double getTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
116,2,1,5,3,2017-04-21 07:49:58.879141,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double computeTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
117,2,0,5,1,2017-04-21 07:50:04.003482,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double computeTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
118,2,0,4,1,2017-04-21 07:50:05.660985,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double computeTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
119,2,0,3,1,2017-04-21 07:50:07.704787,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double computeTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
120,2,1,5,3,2017-04-21 07:50:24.548205,9,"/**
* Compute tax for different types of people.
* Tax is 0 for veterans and everyone else.
*/
double computeTaxForPerson(Person p) {
  double tax = 0;
  if(p instanceof Employee) {
    Employee e = (Employee) p;
    if(e.getSalary() < 10000){
      tax = e.getSalary * 0.02;
    } else {
      tax = e.getSalary * 0.05;
    }
  } else if(p instanceof BusinessOwner) {
    BusinessOwner b = (BusinessOwner) p;
    tax = b.getProfit * 0.1;
  }
  
  return tax;
  
}"
121,2,0,2,2,2017-04-21 08:26:46.420059,10,"double calculateTaxFromSalary(double salary){
  
}"
122,2,0,5,2,2017-04-21 08:29:07.186324,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
}"
123,2,0,2,1,2017-04-21 08:29:21.684834,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
}"
124,2,0,2,2,2017-04-21 08:32:43.716469,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  //}
}"
125,2,1,5,1,2017-04-21 08:32:47.768673,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  //}
}"
126,2,0,1,2,2017-04-21 08:32:52.408566,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  //}
}"
127,2,0,1,2,2017-04-21 08:33:40.654539,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}
}"
128,2,0,2,2,2017-04-21 08:33:50.492872,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}
}"
129,2,1,3,2,2017-04-21 08:33:56.324418,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}
}"
130,2,1,5,2,2017-04-21 08:33:57.648649,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}
}"
131,2,0,1,2,2017-04-21 08:34:36.095530,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}else if(person instanceOf BusinessOwner){
  // rate = 10;
//}
}"
132,2,1,3,1,2017-04-21 08:34:40.964595,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}else if(person instanceOf BusinessOwner){
  // rate = 10;
//}
}"
133,2,0,2,2,2017-04-21 08:34:46.672680,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}else if(person instanceOf BusinessOwner){
  // rate = 10;
//}
}"
134,2,0,2,3,2017-04-21 08:35:06.510205,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}else if(person instanceOf BusinessOwner){
  // rate = 10;
//}
}"
135,2,0,1,1,2017-04-21 08:35:11.391491,10,"double calculateTaxFromPersonSalary(Person person, double salary){
  // Given a person and his/her salary
  // Calculate tax
  // float rate = 0;
  
  //if(person instanceOf Employee){
  // if(salary > 10000){
  // rate = 5;
  //}else{
  //   rate = 2;
//}
  //}else if(person instanceOf BusinessOwner){
  // rate = 10;
//}
}"
136,1,0,2,1,2017-04-21 08:36:56.067563,10,"int largestDifferenceInArray(int[] ar){
  
}"
137,1,0,5,2,2017-04-21 08:37:09.846780,10,"int largestDifferenceInArray(int[] ar){
  
}"
138,1,0,2,3,2017-04-21 08:37:37.165031,10,"int largestDifferenceInArrayElements(int[] ar){
  
}"
139,1,0,2,2,2017-04-21 08:38:14.710812,10,"int largestDifferenceInArrayElements(int[] ar){
  
}"
140,1,0,4,1,2017-04-21 08:38:33.228881,10,"int largestDifferenceInArrayElements(int[] ar){
  
}"
141,1,0,4,2,2017-04-21 08:39:22.981414,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find max and min element from the array
  
}"
142,1,1,1,2,2017-04-21 08:39:27.552685,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find max and min element from the array
  
}"
143,1,0,4,1,2017-04-21 08:40:12.884154,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find max and min element from the array
  // returns difference between max and min
  
}"
144,1,1,1,2,2017-04-21 08:40:20.539929,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find max and min element from the array
  // returns difference between max and min
  
}"
145,1,0,2,2,2017-04-21 08:41:06.875388,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find maximum element from the array
  // find minimum element from the array
  // returns difference between max and min
  
}"
146,1,0,3,2,2017-04-21 08:41:58.178881,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find maximum element from the array
  // find minimum element from the array
  // returns difference between max and min
  
}"
147,1,0,2,2,2017-04-21 08:42:09.504652,10,"int largestDifferenceInArrayElements(int[] ar){
  
  // find maximum element from the array
  // find minimum element from the array
  // returns difference between max and min
  
}"
148,1,0,3,4,2017-04-21 11:35:07.967500,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
149,1,0,1,4,2017-04-21 11:35:14.312366,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
150,1,0,2,3,2017-04-21 11:35:16.274198,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
151,1,1,5,4,2017-04-21 11:35:24.870226,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
152,1,1,4,4,2017-04-21 11:36:07.306765,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
153,1,1,3,4,2017-04-21 11:36:10.507958,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
154,1,1,1,4,2017-04-21 11:36:13.091168,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
155,1,1,2,3,2017-04-21 11:36:14.022524,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
156,1,0,4,4,2017-04-21 11:36:16.617419,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
157,1,0,5,4,2017-04-21 11:36:24.891048,13,"public static void main(int []a)
{
  int total=0;
  for(int i=0;a[i];i++)
    
    
    
  
}"
158,2,0,4,3,2017-04-21 19:26:35.792787,16,"double computeTax(Employee e)
{
  
}"
159,2,0,1,3,2017-04-21 19:32:01.808381,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
160,2,0,1,3,2017-04-21 19:32:01.855836,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
161,2,0,1,4,2017-04-21 19:32:45.737875,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
162,2,0,2,4,2017-04-21 19:33:12.140886,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
163,2,1,3,3,2017-04-21 19:33:17.657140,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
164,2,0,2,4,2017-04-21 19:33:49.654632,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
165,2,0,2,4,2017-04-21 19:33:49.785490,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
166,2,0,5,2,2017-04-21 19:34:43.031496,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
167,2,0,1,2,2017-04-21 19:34:48.429037,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
168,2,0,2,3,2017-04-21 19:35:14.302135,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
169,2,0,5,2,2017-04-21 19:35:17.855675,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
170,2,0,5,2,2017-04-21 19:35:17.887142,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
171,2,0,1,4,2017-04-21 19:35:21.655843,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
172,2,0,1,4,2017-04-21 19:35:34.417517,16,"double computeTax()
{
  Person p;
  Employee e=new Employee();
  if (e.getSalary()<10000)
    tax=e.getSalary()*.02;
  else
    tax=e.getSalary()*.05;
  BusinessOwner bo=new BusinessOwner();
  tax=bo.getProfit()*.1;
  Veterans v=new Veterans();
  tax=0;
}"
173,1,0,4,3,2017-04-21 19:40:16.059019,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
174,1,0,1,2,2017-04-21 19:40:29.979989,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
175,1,0,1,2,2017-04-21 19:40:46.255200,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
176,1,1,3,3,2017-04-21 19:40:54.384981,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
177,1,1,5,2,2017-04-21 19:40:58.960569,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
178,1,1,2,2,2017-04-21 19:41:01.132719,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
179,1,1,2,2,2017-04-21 19:41:01.487664,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
180,1,1,3,3,2017-04-21 19:41:11.038498,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
181,1,1,3,3,2017-04-21 19:41:11.064140,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
182,1,0,4,3,2017-04-21 19:41:39.742590,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
183,1,0,5,4,2017-04-21 19:41:42.302788,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
184,1,0,1,3,2017-04-21 19:41:55.270510,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
185,1,0,1,3,2017-04-21 19:41:55.336013,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
186,1,0,5,4,2017-04-21 19:42:16.416789,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
187,1,0,5,4,2017-04-21 19:42:16.445553,16,"double diffElement(int[] a)
{
  int max=a[0];
  for(int i;i<=a.length;i++)
    if (max<a[i])
     max=a[i];
  int min=0;
  for(int i;i<=a.length;i++)
     if (a[i]<min)
		min=a[i];
  diff=max-min;
  return diff;
}"
188,1,1,4,1,2017-04-21 20:46:27.092316,17,"int largestDifference(int a[]){
  
}"
189,1,0,2,5,2017-04-21 20:46:39.670351,17,"int largestDifference(int a[]){
  
}"
190,1,0,1,5,2017-04-21 20:47:02.101236,17,"int largestDifference(int a[]){
  
}"
191,1,0,5,1,2017-04-21 20:47:09.143420,17,"int largestDifference(int a[]){
  
}"
192,1,0,3,1,2017-04-21 20:47:10.793400,17,"int largestDifference(int a[]){
  
}"
193,1,1,1,1,2017-04-21 20:47:13.132317,17,"int largestDifference(int a[]){
  
}"
194,1,0,4,1,2017-04-21 20:47:15.013019,17,"int largestDifference(int a[]){
  
}"
195,1,1,5,1,2017-04-21 20:47:16.823202,17,"int largestDifference(int a[]){
  
}"
196,1,1,3,1,2017-04-21 20:47:25.494234,17,"int largestDifference(int a[]){
  
}"
197,1,1,2,1,2017-04-21 20:47:27.373159,17,"int largestDifference(int a[]){
  
}"
198,1,0,2,3,2017-04-21 20:48:40.957971,17,"int largestDifference(int a[]){
  //compute the largest difference between elements of an array of integers
}"
199,1,0,2,5,2017-04-21 20:49:20.709514,17,"int largestDifference(int a[]){
  //compute the largest difference between elements of an array of integers
}"
200,1,1,4,5,2017-04-21 20:49:25.968482,17,"int largestDifference(int a[]){
  //compute the largest difference between elements of an array of integers
}"
201,2,0,1,3,2017-04-21 20:53:44.923328,17,"int computeTax(Person person){
  //compute tax given salary
}"
202,2,0,5,4,2017-04-21 20:53:50.366012,17,"int computeTax(Person person){
  //compute tax given salary
}"
203,2,0,3,4,2017-04-21 20:53:58.255531,17,"int computeTax(Person person){
  //compute tax given salary
}"
204,2,0,4,2,2017-04-21 20:54:03.874688,17,"int computeTax(Person person){
  //compute tax given salary
}"
205,2,0,1,4,2017-04-21 20:54:19.605927,17,"int computeTax(Person person){
  //compute tax given salary
}"
