weightid,signature,structure,concepts,language,time,user_id,vote_id,code
236,5.0,1.0,3.5,2.0,2017-03-24 21:42:46.256867,61,135,"{""qId"":1,""reco"":{""rank"":2,""source"":0,""text"":""public void run() {\n    count = countPrimes(min, max);\n    System.out.println(\""There are \"" + count + \"" primes between \"" + min + \"" and \"" + max);\n    addToTotal(count);\n}\n"",""rating"":1},""code"":""int Dif(int[] array){\n  //find max value of array\n  //find min value of array\n  //return max-min\n}""}"
237,1.0,1.0,1.0,2.5,2017-03-24 21:42:46.279901,47,136,"{""qId"":1,""reco"":{""rank"":1,""source"":1,""text"":""/**\n         * Return the contents of the square in the specified row and column.\n         */\nint pieceAt(int row, int col) {\n    return board[row][col];\n}\n"",""rating"":1},""code"":""//return differnce from maximum and minimum integerest from array\n\nint method(int first)\n{\n  return first;\n}""}"
238,2.0,1.5,1.0,2.5,2017-03-24 21:42:46.386382,23,,"int add(comments)
  
"
239,1.0,1.0,1.0,1.0,2017-03-24 21:42:46.903938,36,137,"{""qId"":2,""reco"":{""rank"":3,""source"":0,""text"":""public double weeklyPay(int hoursWorked) {\n    final int WEEKS_PER_YEAR = 52;\n    return annualSalary / WEEKS_PER_YEAR;\n}\n"",""rating"":3},""code"":""class Employee extends Person{\n  double getSalary();\n}""}"
240,1.0,1.0,1.0,1.0,2017-03-24 21:42:47.455322,39,138,"{""qId"":1,""reco"":{""rank"":5,""source"":0,""text"":""public int compare(Object a, Object b) {\n    return ((String) a).compareTo((String) b);\n}\n"",""rating"":4},""code"":""public int compare(){\n//array try= [7,4,1];\n//for (i=0; i<= try.length; i++){\n // array temp.copy(try);\n // try[i].compareTo(temp[i]);\n}\n""}"
241,2.0,1.5,1.0,2.0,2017-03-24 21:42:47.838054,23,,"int add(comments)
  
"
242,1.0,1.0,1.0,1.0,2017-03-24 21:42:48.472147,36,139,"{""qId"":2,""reco"":{""rank"":2,""source"":1,""text"":""double performConversion(double f) {\n    return f *= 453.59237;\n}\n"",""rating"":3},""code"":""class Employee extends Person{\n  double getSalary();\n}""}"
243,1.0,1.0,1.0,5.0,2017-03-24 21:42:48.860560,16,140,"{""qId"":2,""reco"":{""rank"":2,""source"":1,""text"":""/**\n     * Stop the computation, if one is running.  This is called\n     * when the user clicks the Abort button.\n     */\nvoid doAbort() {\n    if (timer != null) {\n        timer.stop();\n        timer = null;\n        methodChoice.setEnabled(true);\n        abortButton.setEnabled(false);\n        message.setText(\""Click any square to begin.\"");\n        queue = null;\n        stack = null;\n        randomList = null;\n    }\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
244,1.0,1.0,1.0,2.5,2017-03-24 21:42:51.361225,47,141,"{""qId"":1,""reco"":{""rank"":5,""source"":0,""text"":""public void setFirstName(String firstName) {\n    this.firstName = firstName;\n}\n"",""rating"":1},""code"":""//return differnce from maximum and minimum integerest from array\n\nint method(int first)\n{\n  return first;\n}""}"
245,1.0,1.0,1.0,5.0,2017-03-24 21:42:52.158163,16,142,"{""qId"":2,""reco"":{""rank"":3,""source"":0,""text"":""/** Called when the user clicks */\npublic void processMouseEvent(MouseEvent e) {\n    if (e.getID() == MouseEvent.MOUSE_PRESSED) {\n        // remember click position\n        last_x = (short) e.getX();\n        last_y = (short) e.getY();\n    } else\n        super.processMouseEvent(e);\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
246,1.0,1.0,1.0,5.0,2017-03-24 21:42:53.545109,16,143,"{""qId"":2,""reco"":{""rank"":5,""source"":0,""text"":""public static void main(String[] unuxed) {\n    new ButtonDemo().setVisible(true);\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
247,1.0,1.0,1.0,1.0,2017-03-24 21:42:53.934394,34,144,"{""qId"":2,""reco"":{""rank"":5,""source"":1,""text"":""/**\n     * This method from the Externalizable interface is responsible for saving\n     * the complete state of the object to the specified stream.  It can write\n     * anything it wants as long as readExternal() can read it.\n     **/\npublic void writeExternal(ObjectOutput out) throws IOException {\n    // Compact the array.\n    if (data.length > size)\n        resize(size);\n    // Start with our version number.\n    out.writeByte(version);\n    // Output the number of array elements\n    out.writeInt(size);\n    for (int i = 0; i < size; i++) {\n        // Now loop through the array\n        // The array element to write\n        int n = data[i];\n        if ((n < Short.MAX_VALUE) && (n > Short.MIN_VALUE + 1)) {\n            // If n fits in a short and is not Short.MIN_VALUE, then write\n            // it out as a short, saving ourselves two bytes\n            out.writeShort(n);\n        } else {\n            // Otherwise write out the special value Short.MIN_VALUE to\n            // signal that the number does not fit in a short, and then\n            // output the number using a full 4 bytes, for 6 bytes total\n            out.writeShort(Short.MIN_VALUE);\n            out.writeInt(n);\n        }\n    }\n}\n"",""rating"":1},""code"":""public void Person()\n{\n  //interface\n}""}"
248,1.0,1.0,1.0,5.0,2017-03-24 21:42:55.698433,16,145,"{""qId"":2,""reco"":{""rank"":5,""source"":1,""text"":""/** Display the next frame. Called by the animator timer */\nvoid animate() {\n    // Get next frame\n    String frame = animationFrames[animationFrame++];\n    // Update msgline\n    messageLine.setText(animationMessage + \"" \"" + frame);\n    animationFrame = animationFrame % animationFrames.length;\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
249,1.0,1.0,1.0,1.0,2017-03-24 21:42:56.251161,36,146,"{""qId"":2,""reco"":{""rank"":1,""source"":0,""text"":""public static void main(String[] args) {\n    double sum = 0;\n    int count = 0;\n    double salary = 0;\n    System.out.print(\""Enter salaries, -1 to finish: \"");\n    Scanner in = new Scanner(System.in);\n    while (salary != -1) {\n        salary = in.nextDouble();\n        if (salary != -1) {\n            sum = sum + salary;\n            count++;\n        }\n    }\n    if (count > 0) {\n        double average = sum / count;\n        System.out.println(\""Average salary: \"" + average);\n       // Process data until the sentinel is entered \n\n    } else {\n        System.out.println(\""No data\"");\n    }\n}\n       // Compute and print the average\n\n"",""rating"":2},""code"":""class Employee extends Person{\n  double getSalary();\n}""}"
250,1.0,1.0,1.0,5.0,2017-03-24 21:42:57.850562,16,147,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""public void run() {\n    System.out.println(\""Client receive thread started.\"");\n    try {\n        while (!closed) {\n            Object obj = in.readObject();\n            if (obj instanceof DisconnectMessage) {\n                close();\n                serverShutdown(((DisconnectMessage) obj).message);\n            } else if (obj instanceof StatusMessage) {\n                StatusMessage msg = (StatusMessage) obj;\n                connectedPlayerIDs = msg.players;\n                if (msg.connecting)\n                    playerConnected(msg.playerID);\n                else\n                    playerDisconnected(msg.playerID);\n            } else\n                messageReceived(obj);\n        }\n    } catch (IOException e) {\n        if (!closed) {\n            closedByError(\""IO error occurred while waiting to receive  message.\"");\n            System.out.println(\""Client receive thread terminated by IOException: \"" + e);\n        }\n    } catch (Exception e) {\n        if (!closed) {\n            closedByError(\""Unexpected internal error in receive thread: \"" + e);\n            System.out.println(\""\\nUnexpected error shuts down client receive thread:\"");\n            e.printStackTrace();\n        }\n    } finally {\n        System.out.println(\""Client receive thread terminated.\"");\n    }\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
251,1.0,1.0,1.0,5.0,2017-03-24 21:42:59.311091,16,148,"{""qId"":2,""reco"":{""rank"":3,""source"":1,""text"":""/** \n     * Break a page at the specified Y coordinate.  Store the necessary\n     * information into the pageLengths and pageOffsets lists\n     **/\nvoid breakPage(double y) {\n    double pageLength = y - pageStart - printY;\n    pageStart = y - printY;\n    pageLengths.add(new Double(pageLength));\n    pageOffsets.add(new Double(pageStart));\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
252,1.0,1.0,1.0,1.0,2017-03-24 21:43:01.208536,34,149,"{""qId"":2,""reco"":{""rank"":3,""source"":1,""text"":""/**\n     * Print out the scribble.  This is the method invoked by the Print button;\n     * it is not part of the Printable interface\n     **/\npublic void printScribble() {\n    // Obtain a java.awt.print.PrinterJob  (not java.awt.PrintJob)\n    PrinterJob job = PrinterJob.getPrinterJob();\n    // Tell the PrinterJob to print us (since we implement Printable)\n    // using the default page layout\n    job.setPrintable(this, job.defaultPage());\n    // The method returns false if the user cancelled the print request\n    if (job.printDialog()) {\n        // method defined by the Printable interface.\n        try {\n            job.print();\n        } catch (PrinterException e) {\n            System.err.println(e);\n        }\n    }\n}\n     // Display the print dialog that allows the user to set options.\n\n         // If not cancelled, start printing!  This will call the print()\n\n"",""rating"":2},""code"":""public void Person()\n{\n  //interface\n}""}"
253,1.0,1.0,1.0,1.0,2017-03-24 21:43:02.949428,13,150,"{""qId"":1,""reco"":{""rank"":5,""source"":0,""text"":""/**\n     * The square containing the mouse comes to life or, if the right-mouse button is down, dies.\n     */\npublic void mousePressed(MouseEvent e) {\n    if (timer.isRunning())\n        return;\n    int row = display.yCoordToRowNumber(e.getY());\n    int col = display.yCoordToRowNumber(e.getX());\n    if (row >= 0 && row < display.getRowCount() && col >= 0 && col < display.getColumnCount()) {\n        if (e.isMetaDown() || e.isControlDown()) {\n            display.setColor(row, col, null);\n            alive[row][col] = false;\n        } else {\n            display.setColor(row, col, Color.WHITE);\n            alive[row][col] = true;\n        }\n    }\n}\n"",""rating"":3},""code"":""void somethod () {\n  // come\n}""}"
254,1.0,1.0,1.0,1.0,2017-03-24 21:43:02.986581,36,151,"{""qId"":2,""reco"":{""rank"":4,""source"":1,""text"":""double value() {\n    // The value of the node is the number that it contains.\n    return number;\n}\n"",""rating"":1},""code"":""class Employee extends Person{\n  double getSalary();\n}""}"
255,1.0,1.0,1.0,1.0,2017-03-24 21:43:04.292171,36,152,"{""qId"":2,""reco"":{""rank"":1,""source"":1,""text"":""double performConversion(double f) {\n    return f *= 0.45359237;\n}\n"",""rating"":1},""code"":""class Employee extends Person{\n  double getSalary();\n}""}"
256,1.0,1.0,1.0,1.0,2017-03-24 21:43:04.481077,13,153,"{""qId"":1,""reco"":{""rank"":1,""source"":1,""text"":""void setValueFromString(String str) {\n    int length = Integer.parseInt(str);\n    if (length < 0 || length > 500000)\n        throw new IllegalArgumentException();\n    for (int i = 0; i < standardValues.length; i++) {\n        if (length == standardValues[i]) {\n            selectedItem = i;\n            owner.getDisplay().setMaxIterations(standardValues[i]);\n            items[i].setSelected(true);\n            return;\n        }\n    }\n    items[items.length - 1].setSelected(true);\n    owner.getDisplay().setMaxIterations(length);\n}\n"",""rating"":2},""code"":""void somethod () {\n  // come\n}""}"
257,1.0,1.0,1.0,1.0,2017-03-24 21:43:06.403860,13,154,"{""qId"":1,""reco"":{""rank"":3,""source"":0,""text"":""/**\n      Returns the number of days between this day and another\n      day.\n      @param other the other day\n      @return the number of days that this day is away from \n      the other (larger than 0 if this day comes later than <code>other</code>)\n   */\npublic int daysFrom(Day other) {\n    int n = 0;\n    Day d = this;\n    while (d.compareTo(other) > 0) {\n        d = d.previousDay();\n        n++;\n    }\n    while (d.compareTo(other) < 0) {\n        d = d.nextDay();\n        n--;\n    }\n    return n;\n}\n"",""rating"":1},""code"":""void somethod () {\n  // come\n}""}"
258,1.0,1.0,1.0,5.0,2017-03-24 21:43:08.156969,16,155,"{""qId"":2,""reco"":{""rank"":2,""source"":0,""text"":""/**\n         * Draws a card as a 80 by 100 rectangle with upper left corner at (x,y).\n         * The card is drawn in the graphics context g.  If card is null, then\n         * a face-down card is drawn.  (The cards are rather primitive!)\n         */\nvoid drawCard(Graphics g, Card card, int x, int y) {\n    if (card == null) {\n        // Draw a face-down card\n        g.setColor(Color.BLUE);\n        g.fillRect(x, y, 80, 100);\n        g.setColor(Color.WHITE);\n        g.drawRect(x + 3, y + 3, 73, 93);\n        g.drawRect(x + 4, y + 4, 71, 91);\n    } else {\n        g.setColor(Color.WHITE);\n        g.fillRect(x, y, 80, 100);\n        g.setColor(Color.GRAY);\n        g.drawRect(x, y, 79, 99);\n        g.drawRect(x + 1, y + 1, 77, 97);\n        if (card.getSuit() == Card.DIAMONDS || card.getSuit() == Card.HEARTS)\n            g.setColor(Color.RED);\n        else\n            g.setColor(Color.BLACK);\n        g.drawString(card.getValueAsString(), x + 10, y + 30);\n        g.drawString(\""of\"", x + 10, y + 50);\n        g.drawString(card.getSuitAsString(), x + 10, y + 70);\n    }\n}\n"",""rating"":1},""code"":""void mymethod() {\n  // comments\n}""}"
259,1.0,1.0,1.0,1.0,2017-03-24 21:43:08.248233,13,156,"{""qId"":1,""reco"":{""rank"":1,""source"":0,""text"":""/** \n     * To create a ReaderPipeSource, specify the Reader that data comes from\n     * and the Pipe sink that it should be sent to.\n     **/\npublic ReaderPipeSource(Pipe sink, Reader in) throws IOException {\n    super(sink);\n    this.in = in;\n}\n"",""rating"":3},""code"":""void somethod () {\n  // come\n}""}"
260,1.0,1.0,1.0,1.0,2017-03-24 21:43:09.684624,12,157,"{""qId"":2,""reco"":{""rank"":4,""source"":0,""text"":""public static void main(String[] args) {\n    LinkedList staff = new LinkedList();\n    staff.addLast(\""Diana\"");\n    staff.addLast(\""Harry\"");\n    staff.addLast(\""Romeo\"");\n    staff.addLast(\""Tom\"");\n    // | in the comments indicates the iterator position\n    // |DHRT\n    ListIterator iterator = staff.listIterator();\n    // D|HRT\n    iterator.next();\n    // DH|RT\n    iterator.next();\n    // Add more elements after second element\n    // DHJ|RT\n    iterator.add(\""Juliet\"");\n    // DHJN|RT\n    iterator.add(\""Nina\"");\n    // DHJNR|T\n    System.out.println(iterator.next());\n    // DHJN|RT\n    System.out.println(iterator.previous());\n    // Remove last traversed element \n    // DHJN|T\n    iterator.remove();\n    // Print all elements\n    iterator = staff.listIterator();\n    while (iterator.hasNext()) {\n        System.out.print(iterator.next() + \"" \"");\n    }\n    System.out.println();\n}\n"",""rating"":4},""code"":""void somethod() {\n  //some comments\n}""}"
261,1.0,1.0,1.0,1.0,2017-03-24 21:43:10.530326,13,158,"{""qId"":1,""reco"":{""rank"":2,""source"":0,""text"":""/**\n     * After this method is called, input will be read from inputStream, provided it\n     * is non-null.  If inputStream is null, then this method has the same effect\n     * as calling readStandardInput(); that is, future input will come from the\n     * standard input stream.\n     */\npublic static void readStream(InputStream inputStream) {\n    if (inputStream == null)\n        readStandardInput();\n    else\n        readStream(new InputStreamReader(inputStream));\n}\n"",""rating"":2},""code"":""void somethod () {\n  // come\n}""}"
262,1.0,1.0,1.0,1.0,2017-03-24 21:43:12.549970,34,159,"{""qId"":2,""reco"":{""rank"":4,""source"":1,""text"":""/** Run one script file, by name. Called from cmd line main\n     * or from user code. Deprecated because of the poor capability\n     * for error handling; it would be better for the user interface\n     * code to create a Reader and then say:\n     * <pre>while ((stmt = SQLRunner.getStatement(is)) != null) {\n            stmt = stmt.trim();\n            try {\n                myRunner.runStatement(stmt);\n            } catch (Exception e) {\n                // Display the message to the user ...\n            }\n        }\n     * </pre>\n     * @throws SyntaxException\n     */\n@Deprecated\npublic void runScript(String scriptFile) throws IOException, SQLException, SyntaxException {\n    BufferedReader is;\n    // Load the script file first, it's the most likely error\n    is = new BufferedReader(new FileReader(scriptFile));\n    runScript(is, scriptFile);\n}\n"",""rating"":1},""code"":""public void Person()\n{\n  //interface\n}""}"
263,1.0,1.0,1.0,1.0,2017-03-24 21:43:12.680087,13,160,"{""qId"":1,""reco"":{""rank"":2,""source"":1,""text"":""void printStackCommands() {\n    // To evaluate this expression on a stack machine, first do\n    // whatever is necessary to evaluate the operand, leaving the\n    // operand on the stack.  Then apply the unary minus (which means\n    // popping the operand, negating it, and pushing the result).\n    operand.printStackCommands();\n    System.out.println(\""  Unary minus\"");\n}\n"",""rating"":1},""code"":""void somethod () {\n  // come\n}""}"
264,1.0,1.0,1.0,1.0,2017-03-24 21:43:14.820601,13,161,"{""qId"":1,""reco"":{""rank"":5,""source"":1,""text"":""/** \n     * Break a page at the specified Y coordinate.  Store the necessary\n     * information into the pageLengths and pageOffsets lists\n     **/\nvoid breakPage(double y) {\n    double pageLength = y - pageStart - printY;\n    pageStart = y - printY;\n    pageLengths.add(new Double(pageLength));\n    pageOffsets.add(new Double(pageStart));\n}\n"",""rating"":2},""code"":""void somethod () {\n  // come\n}""}"
265,1.0,3.0,1.0,1.0,2017-03-24 21:43:17.237206,36,,"class Employee extends Person{
  double getSalary();
}"
266,1.0,1.0,1.0,1.0,2017-03-24 21:43:21.716715,12,162,"{""qId"":2,""reco"":{""rank"":3,""source"":0,""text"":""/**\n     * Output the specified DOM Node object, printing it using the specified\n     * indentation string\n     **/\npublic void write(Node node, String indent) {\n    // The output depends on the type of the node\n    switch(node.getNodeType()) {\n        case Node.DOCUMENT_NODE:\n            {\n                // If its a Document node\n                Document doc = (Document) node;\n                // Output header\n                out.println(indent + \""<?xml version='1.0'?>\"");\n                // Get the first node\n                Node child = doc.getFirstChild();\n                while (child != null) {\n                    // Loop 'till no more nodes\n                    // Output node\n                    write(child, indent);\n                    // Get next node\n                    child = child.getNextSibling();\n                }\n                break;\n            }\n        case Node.DOCUMENT_TYPE_NODE:\n            {\n                // It is a <!DOCTYPE> tag\n                DocumentType doctype = (DocumentType) node;\n                // Note that the DOM Level 1 does not give us information about\n                // the the public or system ids of the doctype, so we can't output\n                // a complete <!DOCTYPE> tag here.  We can do better with Level 2.\n                out.println(\""<!DOCTYPE \"" + doctype.getName() + \"">\"");\n                break;\n            }\n        case Node.ELEMENT_NODE:\n            {\n                // Most nodes are Elements\n                Element elt = (Element) node;\n                // Begin start tag\n                out.print(indent + \""<\"" + elt.getTagName());\n                // Get attributes\n                NamedNodeMap attrs = elt.getAttributes();\n                for (int i = 0; i < attrs.getLength(); i++) {\n                    // Loop through them\n                    Node a = attrs.item(i);\n                    out.print(// Print attr. name\n                    \"" \"" + a.getNodeName() + \""='\"" + fixup(a.getNodeValue()) + // Print attr. value\n                    \""'\"");\n                }\n                // Finish start tag\n                out.println(\"">\"");\n                // Increase indent\n                String newindent = indent + \""    \"";\n                // Get child\n                Node child = elt.getFirstChild();\n                while (child != null) {\n                    // Loop \n                    // Output child\n                    write(child, newindent);\n                    // Get next child\n                    child = child.getNextSibling();\n                }\n                out.println(// Output end tag\n                indent + \""</\"" + elt.getTagName() + \"">\"");\n                break;\n            }\n        case Node.TEXT_NODE:\n            {\n                // Plain text node\n                Text textNode = (Text) node;\n                // Strip off space\n                String text = textNode.getData().trim();\n                if (// If non-empty\n                (text != null) && text.length() > 0)\n                    // print text\n                    out.println(indent + fixup(text));\n                break;\n            }\n        case Node.PROCESSING_INSTRUCTION_NODE:\n            {\n                // Handle PI nodes\n                ProcessingInstruction pi = (ProcessingInstruction) node;\n                out.println(indent + \""<?\"" + pi.getTarget() + \"" \"" + pi.getData() + \""?>\"");\n                break;\n            }\n        case Node.ENTITY_REFERENCE_NODE:\n            {\n                // Handle entities\n                out.println(indent + \""&\"" + node.getNodeName() + \"";\"");\n                break;\n            }\n        case Node.CDATA_SECTION_NODE:\n            {\n                // Output CDATA sections\n                CDATASection cdata = (CDATASection) node;\n                // Careful! Don't put a CDATA section in the program itself!\n                out.println(indent + \""<\"" + \""![CDATA[\"" + cdata.getData() + \""]]\"" + \"">\"");\n                break;\n            }\n        case Node.COMMENT_NODE:\n            {\n                // Comments\n                Comment c = (Comment) node;\n                out.println(indent + \""<!--\"" + c.getData() + \""-->\"");\n                break;\n            }\n        default:\n            // Hopefully, this won't happen too much!\n            System.err.println(\""Ignoring node: \"" + node.getClass().getName());\n            break;\n    }\n}\n"",""rating"":5},""code"":""void somethod() {\n  //some comments\n}""}"
267,1.0,1.0,1.0,1.0,2017-03-24 21:43:21.986333,13,163,"{""qId"":1,""reco"":{""rank"":4,""source"":0,""text"":""/**\n    * Simulates rolling a pair of dice until a given total comes up.\n    * Precondition:  The desired total is between 2 and 12, inclusive.\n    * @param N the total that we want to get on the dice\n    * @return the number of times the dice are rolled before the\n    *    desired total occurs\n    * @throws IllegalArgumentException if the parameter, N, is not a number\n    *    that could possibly come up on a pair of dice\n    */\npublic static int rollFor(int N) {\n    if (N < 2 || N > 12)\n        throw new IllegalArgumentException(\""Impossible total for a pair of dice.\"");\n    // Numbers between 1 and 6 representing the dice.\n    int die1, die2;\n    // Total showing on dice.\n    int roll;\n    // Number of rolls made.\n    int rollCt;\n    rollCt = 0;\n    do {\n        die1 = (int) (Math.random() * 6) + 1;\n        die2 = (int) (Math.random() * 6) + 1;\n        roll = die1 + die2;\n        rollCt++;\n    } while (roll != N);\n    return rollCt;\n}\n"",""rating"":1},""code"":""void somethod () {\n  // come\n}""}"
268,1.0,1.0,1.0,1.0,2017-03-24 21:43:25.773309,13,164,"{""qId"":1,""reco"":{""rank"":3,""source"":1,""text"":""/** Display the next frame. Called by the animator timer */\nvoid animate() {\n    // Get next frame\n    String frame = animationFrames[animationFrame++];\n    // Update msgline\n    messageLine.setText(animationMessage + \"" \"" + frame);\n    animationFrame = animationFrame % animationFrames.length;\n}\n"",""rating"":1},""code"":""void somethod () {\n  // come\n}""}"
269,1.0,1.0,1.0,1.0,2017-03-24 21:43:27.061982,12,165,"{""qId"":2,""reco"":{""rank"":3,""source"":1,""text"":""/**\n         * When the ERASE or SMUDGE tools are used and the mouse jumps\n         * from (x1,y1) to (x2,y2), the tool has to be applied to a\n         * line of pixel positions between the two points in order to\n         * cover the entire line that the mouse moves along.  The change\n         * is made to the off-screen canvas, and repaint() is called to\n         * copy the changes to the screen.\n         */\nvoid applyToolAlongLine(int x1, int y1, int x2, int y2) {\n    Graphics g = OSC.createGraphics();\n    // (for ERASE only)\n    g.setColor(fillColor);\n    // (for SMUDGE only)\n    int w = OSC.getWidth();\n    // (for SMUDGE only)\n    int h = OSC.getHeight();\n    int dist = Math.max(Math.abs(x2 - x1), Math.abs(y2 - y1));\n    // dist is the number of points along the line from\n    // (x1,y1) to (x2,y2) at which the tool will be applied.\n    double dx = (double) (x2 - x1) / dist;\n    double dy = (double) (y2 - y1) / dist;\n    for (int d = 1; d <= dist; d++) {\n        // Apply the tool at one of the points (x,y) along the\n        // line from (x1,y1) to (x2,y2).\n        int x = (int) Math.round(x1 + dx * d);\n        int y = (int) Math.round(y1 + dy * d);\n        if (currentTool == Tool.ERASE) {\n            // Erase a 10-by-10 block of pixels around (x,y)\n            g.fillRect(x - 5, y - 5, 10, 10);\n            repaint(x - 5, y - 5, 10, 10);\n        } else {\n            // of pixels that are visited by the tool.\n            for (int i = 0; i < 7; i++) for (int j = 0; j < 7; j++) {\n                int r = y + j - 3;\n                int c = x + i - 3;\n                if (!(r < 0 || r >= h || c < 0 || c >= w || smudgeRed[i][j] == -1)) {\n                    int curCol = OSC.getRGB(c, r);\n                    int curRed = (curCol >> 16) & 0xFF;\n                    int curGreen = (curCol >> 8) & 0xFF;\n                    int curBlue = curCol & 0xFF;\n                    int newRed = (int) (curRed * 0.7 + smudgeRed[i][j] * 0.3);\n                    int newGreen = (int) (curGreen * 0.7 + smudgeGreen[i][j] * 0.3);\n                    int newBlue = (int) (curBlue * 0.7 + smudgeBlue[i][j] * 0.3);\n                    int newCol = newRed << 16 | newGreen << 8 | newBlue;\n                    OSC.setRGB(c, r, newCol);\n                    smudgeRed[i][j] = curRed * 0.3 + smudgeRed[i][j] * 0.7;\n                    smudgeGreen[i][j] = curGreen * 0.3 + smudgeGreen[i][j] * 0.7;\n                    smudgeBlue[i][j] = curBlue * 0.3 + smudgeBlue[i][j] * 0.7;\n                }\n            }\n            repaint(x - 3, y - 3, 7, 7);\n        }\n    }\n    g.dispose();\n}\n                         // For the SMUDGE tool, blend some of the color from\n\n                         // the smudgeRed, smudgeGreen, and smudgeBlue arrays\n\n                         // into the pixels in a 7-by-7 block around (x,y), and\n\n                         // vice versa.  The effect is to smear out the color\n\n"",""rating"":4},""code"":""void somethod() {\n  //some comments\n}""}"
270,1.0,1.0,1.0,1.0,2017-03-24 21:43:27.110095,13,166,"{""qId"":1,""reco"":{""rank"":4,""source"":1,""text"":""/**\n       * This method is called when the user clicks the \""Stand!\"" button.\n       * Check whether a game is actually in progress.  If it is, the game \n       * ends.  The dealer takes cards until either the dealer has 5 cards \n       * or more than 16 points.  Then the  winner of the game is determined. \n       */\nvoid doStand() {\n    if (gameInProgress == false) {\n        message = \""Click \\\""New Game\\\"" to start a new game.\"";\n        repaint();\n        return;\n    }\n    gameInProgress = false;\n    while (dealerHand.getBlackjackValue() <= 16 && dealerHand.getCardCount() < 5) dealerHand.addCard(deck.dealCard());\n    if (dealerHand.getBlackjackValue() > 21)\n        message = \""You win!  Dealer has busted with \"" + dealerHand.getBlackjackValue() + \"".\"";\n    else if (dealerHand.getCardCount() == 5)\n        message = \""Sorry, you lose.  Dealer took 5 cards without going over 21.\"";\n    else if (dealerHand.getBlackjackValue() > playerHand.getBlackjackValue())\n        message = \""Sorry, you lose, \"" + dealerHand.getBlackjackValue() + \"" to \"" + playerHand.getBlackjackValue() + \"".\"";\n    else if (dealerHand.getBlackjackValue() == playerHand.getBlackjackValue())\n        message = \""Sorry, you lose.  Dealer wins on a tie.\"";\n    else\n        message = \""You win, \"" + playerHand.getBlackjackValue() + \"" to \"" + dealerHand.getBlackjackValue() + \""!\"";\n    repaint();\n}\n"",""rating"":1},""code"":""void somethod () {\n  // come\n}""}"
271,1.0,1.0,1.0,1.0,2017-03-24 21:43:28.052563,34,167,"{""qId"":2,""reco"":{""rank"":1,""source"":0,""text"":""public Person(String firstName, String lastName) {\n    this.firstName = firstName;\n    this.lastName = lastName;\n}\n"",""rating"":5},""code"":""public void Person()\n{\n  //interface\n}""}"
